year,checkpoint,calendar_month,simulation_month,promotion,roster,target,cap,cash,runway,stability,free_agents,world_contracted
2087,December,December,744,BAMMA,143,144,168,44911494,3456000,99,409,1856
2087,December,December,744,BRAVE Combat Federation,143,144,168,57080342,3456000,99,409,1856
2087,December,December,744,Cage Warriors,157,160,184,45339273,3840000,99,409,1856
2087,December,December,744,KSW,159,160,184,69893650,3840000,99,409,1856
2087,December,December,744,Legacy Fighting Alliance,144,144,168,50847587,3456000,99,409,1856
2087,December,December,744,ONE Championship,189,200,224,84088150,4800000,98,409,1856
2087,December,December,744,Oktagon MMA,159,160,184,81686858,3840000,99,409,1856
2087,December,December,744,Professional Fighters League,187,200,224,82943385,4800000,99,409,1856
2087,December,December,744,RIZIN Fighting Federation,175,176,200,68689441,4224000,99,409,1856
2087,December,December,744,Ultimate Fighting Championship,259,280,304,129868909,6720000,99,409,1856
2088,July,July,751,Absolute Championship Akhmat,141,144,168,62820425,3456000,99,412,1853
2088,July,July,751,BAMMA,142,144,168,44124699,3456000,98,412,1853
2088,July,July,751,BRAVE Combat Federation,144,144,168,56923208,3456000,99,412,1853
2088,July,July,751,Cage Warriors,155,160,184,43610198,3840000,99,412,1853
2088,July,July,751,KSW,160,160,184,68500362,3840000,99,412,1853
2088,July,July,751,Legacy Fighting Alliance,144,144,168,55746798,3456000,100,412,1853
2088,July,July,751,ONE Championship,188,200,224,84657835,4800000,99,412,1853
2088,July,July,751,Oktagon MMA,160,160,184,83860706,3840000,100,412,1853
2088,July,July,751,Professional Fighters League,183,200,224,87404996,4800000,99,412,1853
2088,July,July,751,RIZIN Fighting Federation,176,176,200,66508890,4224000,98,412,1853
2088,July,July,751,Ultimate Fighting Championship,260,280,304,125361929,6720000,99,412,1853
2088,December,December,756,Absolute Championship Akhmat,142,144,168,58409543,3456000,98,410,1853
2088,December,December,756,BAMMA,142,144,168,46013642,3456000,99,410,1853
2088,December,December,756,BRAVE Combat Federation,144,144,168,56584729,3456000,99,410,1853
2088,December,December,756,Cage Warriors,155,160,184,39140707,3840000,98,410,1853
2088,December,December,756,KSW,160,160,184,62507137,3840000,99,410,1853
2088,December,December,756,Legacy Fighting Alliance,143,144,168,54366334,3456000,99,410,1853
2088,December,December,756,ONE Championship,191,200,224,73902104,4800000,97,410,1853
2088,December,December,756,Oktagon MMA,160,160,184,81449106,3840000,99,410,1853
2088,December,December,756,Professional Fighters League,183,200,224,93112043,4800000,99,410,1853
2088,December,December,756,RIZIN Fighting Federation,173,176,200,58192681,4224000,96,410,1853
2088,December,December,756,Ultimate Fighting Championship,260,280,304,126629541,6720000,99,410,1853
2089,July,July,763,Absolute Championship Akhmat,144,144,168,58089371,3456000,99,411,1843
2089,July,July,763,BAMMA,144,144,168,49085297,3456000,100,411,1843
2089,July,July,763,BRAVE Combat Federation,141,144,168,60626414,3456000,99,411,1843
2089,July,July,763,Cage Warriors,155,160,184,38815340,3840000,99,411,1843
2089,July,July,763,KSW,158,160,184,66892948,3840000,99,411,1843
2089,July,July,763,Legacy Fighting Alliance,143,144,168,54280563,3456000,100,411,1843
2089,July,July,763,ONE Championship,186,200,224,82916965,4800000,99,411,1843
2089,July,July,763,Oktagon MMA,156,160,184,89922626,3840000,99,411,1843
2089,July,July,763,Professional Fighters League,181,200,224,97250609,4800000,100,411,1843
2089,July,July,763,RIZIN Fighting Federation,176,176,200,62621885,4224000,97,411,1843
2089,July,July,763,Ultimate Fighting Championship,259,280,304,141559427,6720000,100,411,1843
2089,December,December,768,Absolute Championship Akhmat,144,144,168,58644980,3456000,99,410,1842
2089,December,December,768,BAMMA,144,144,168,50249682,3456000,99,410,1842
2089,December,December,768,BRAVE Combat Federation,139,144,168,64401203,3456000,99,410,1842
2089,December,December,768,Cage Warriors,155,160,184,37581754,3840000,99,410,1842
2089,December,December,768,KSW,158,160,184,68657385,3840000,99,410,1842
2089,December,December,768,Legacy Fighting Alliance,144,144,168,52020674,3456000,99,410,1842
2089,December,December,768,ONE Championship,186,200,224,87184277,4800000,99,410,1842
2089,December,December,768,Oktagon MMA,159,160,184,91758633,3840000,99,410,1842
2089,December,December,768,Professional Fighters League,180,200,224,95590136,4800000,99,410,1842
2089,December,December,768,RIZIN Fighting Federation,175,176,200,59102254,4224000,96,410,1842
2089,December,December,768,Ultimate Fighting Championship,258,280,304,140661951,6720000,99,410,1842
2090,July,July,775,Absolute Championship Akhmat,144,144,168,53579118,3456000,98,409,1839
2090,July,July,775,BAMMA,144,144,168,52248598,3456000,100,409,1839
2090,July,July,775,BRAVE Combat Federation,140,144,168,62779094,3456000,99,409,1839
2090,July,July,775,Cage Warriors,156,160,184,40495126,3840000,100,409,1839
2090,July,July,775,KSW,160,160,184,68160481,3840000,100,409,1839
2090,July,July,775,Legacy Fighting Alliance,144,144,168,56456269,3456000,100,409,1839
2090,July,July,775,ONE Championship,183,200,224,81654831,4800000,99,409,1839
2090,July,July,775,Oktagon MMA,158,160,184,88344342,3840000,100,409,1839
2090,July,July,775,Professional Fighters League,178,200,224,98420115,4800000,99,409,1839
2090,July,July,775,RIZIN Fighting Federation,175,176,200,61666576,4224000,97,409,1839
2090,July,July,775,Ultimate Fighting Championship,257,280,304,136608596,6720000,99,409,1839
2090,December,December,780,Absolute Championship Akhmat,143,144,168,54893352,3456000,99,409,1847
2090,December,December,780,BAMMA,142,144,168,52353071,3456000,99,409,1847
2090,December,December,780,BRAVE Combat Federation,143,144,168,61085004,3456000,99,409,1847
2090,December,December,780,Cage Warriors,159,160,184,39953820,3840000,99,409,1847
2090,December,December,780,KSW,159,160,184,62997447,3840000,99,409,1847
2090,December,December,780,Legacy Fighting Alliance,143,144,168,55559737,3456000,99,409,1847
2090,December,December,780,ONE Championship,183,200,224,79290110,4800000,99,409,1847
2090,December,December,780,Oktagon MMA,160,160,184,82810300,3840000,99,409,1847
2090,December,December,780,Professional Fighters League,179,200,224,92020942,4800000,99,409,1847
2090,December,December,780,RIZIN Fighting Federation,176,176,200,56685953,4224000,96,409,1847
2090,December,December,780,Ultimate Fighting Championship,260,280,304,132733197,6720000,99,409,1847
2091,July,July,787,Absolute Championship Akhmat,144,144,168,58911074,3456000,100,411,1840
2091,July,July,787,BAMMA,144,144,168,51593106,3456000,100,411,1840
2091,July,July,787,BRAVE Combat Federation,144,144,168,62154383,3456000,99,411,1840
2091,July,July,787,Cage Warriors,160,160,184,46001304,3840000,100,411,1840
2091,July,July,787,KSW,159,160,184,65026834,3840000,99,411,1840
2091,July,July,787,Legacy Fighting Alliance,142,144,168,54947346,3456000,100,411,1840
2091,July,July,787,ONE Championship,183,200,224,79287564,4800000,100,411,1840
2091,July,July,787,Oktagon MMA,160,160,184,89868804,3840000,100,411,1840
2091,July,July,787,Professional Fighters League,178,200,224,95540139,4800000,99,411,1840
2091,July,July,787,RIZIN Fighting Federation,168,176,200,56110740,4224000,96,411,1840
2091,July,July,787,Ultimate Fighting Championship,258,280,304,134753856,6720000,100,411,1840
2091,December,December,792,Absolute Championship Akhmat,142,144,168,60409728,3456000,99,410,1833
2091,December,December,792,BAMMA,144,144,168,47693038,3456000,99,410,1833
2091,December,December,792,BRAVE Combat Federation,143,144,168,63662715,3456000,99,410,1833
2091,December,December,792,Cage Warriors,157,160,184,44527734,3840000,99,410,1833
2091,December,December,792,KSW,159,160,184,63774955,3840000,98,410,1833
2091,December,December,792,Legacy Fighting Alliance,144,144,168,53735007,3456000,99,410,1833
2091,December,December,792,ONE Championship,182,200,224,80714223,4800000,99,410,1833
2091,December,December,792,Oktagon MMA,159,160,184,88297972,3840000,99,410,1833
2091,December,December,792,Professional Fighters League,178,200,224,90245384,4800000,99,410,1833
2091,December,December,792,RIZIN Fighting Federation,165,176,200,52984806,4224000,96,410,1833
2091,December,December,792,Ultimate Fighting Championship,260,280,304,134642571,6720000,99,410,1833
2092,July,July,799,Absolute Championship Akhmat,140,144,168,62500398,3456000,99,409,1827
2092,July,July,799,BAMMA,144,144,168,45321753,3456000,98,409,1827
2092,July,July,799,BRAVE Combat Federation,143,144,168,61373449,3456000,100,409,1827
2092,July,July,799,Cage Warriors,157,160,184,46242595,3840000,100,409,1827
2092,July,July,799,KSW,160,160,184,59989149,3840000,98,409,1827
2092,July,July,799,Legacy Fighting Alliance,144,144,168,52531921,3456000,99,409,1827
2092,July,July,799,ONE Championship,180,200,224,79389915,4800000,100,409,1827
2092,July,July,799,Oktagon MMA,159,160,184,88181603,3840000,100,409,1827
2092,July,July,799,Professional Fighters League,179,200,224,106613256,4800000,100,409,1827
2092,July,July,799,RIZIN Fighting Federation,163,176,200,58403886,4224000,98,409,1827
2092,July,July,799,Ultimate Fighting Championship,258,280,304,126052728,6720000,99,409,1827
2092,December,December,804,Absolute Championship Akhmat,143,144,168,64530776,3456000,99,408,1838
2092,December,December,804,BAMMA,144,144,168,40400689,3456000,97,408,1838
2092,December,December,804,BRAVE Combat Federation,144,144,168,59219633,3456000,99,408,1838
2092,December,December,804,Cage Warriors,159,160,184,44466651,3840000,99,408,1838
2092,December,December,804,KSW,159,160,184,62167655,3840000,99,408,1838
2092,December,December,804,Legacy Fighting Alliance,142,144,168,53655652,3456000,99,408,1838
2092,December,December,804,ONE Championship,184,200,224,71952627,4800000,99,408,1838
2092,December,December,804,Oktagon MMA,159,160,184,94253446,3840000,99,408,1838
2092,December,December,804,Professional Fighters League,181,200,224,110019411,4800000,99,408,1838
2092,December,December,804,RIZIN Fighting Federation,165,176,200,61447324,4224000,99,408,1838
2092,December,December,804,Ultimate Fighting Championship,258,280,304,119569061,6720000,99,408,1838
2093,July,July,811,Absolute Championship Akhmat,144,144,168,64368749,3456000,99,411,1836
2093,July,July,811,BAMMA,144,144,168,43901621,3456000,100,411,1836
2093,July,July,811,BRAVE Combat Federation,143,144,168,59445833,3456000,99,411,1836
2093,July,July,811,Cage Warriors,160,160,184,49426090,3840000,100,411,1836
2093,July,July,811,KSW,158,160,184,66812750,3840000,100,411,1836
2093,July,July,811,Legacy Fighting Alliance,139,144,168,54174645,3456000,99,411,1836
2093,July,July,811,ONE Championship,186,200,224,78612722,4800000,100,411,1836
2093,July,July,811,Oktagon MMA,159,160,184,94571163,3840000,100,411,1836
2093,July,July,811,Professional Fighters League,181,200,224,115724035,4800000,99,411,1836
2093,July,July,811,RIZIN Fighting Federation,164,176,200,58976319,4224000,100,411,1836
2093,July,July,811,Ultimate Fighting Championship,258,280,304,117125490,6720000,99,411,1836
2093,December,December,816,Absolute Championship Akhmat,143,144,168,60079613,3456000,99,411,1852
2093,December,December,816,BAMMA,144,144,168,42626038,3456000,99,411,1852
2093,December,December,816,BRAVE Combat Federation,144,144,168,62492423,3456000,99,411,1852
2093,December,December,816,Cage Warriors,160,160,184,51736948,3840000,99,411,1852
2093,December,December,816,KSW,159,160,184,64335543,3840000,99,411,1852
2093,December,December,816,Legacy Fighting Alliance,143,144,168,50677304,3456000,99,411,1852
2093,December,December,816,ONE Championship,188,200,224,79857197,4800000,99,411,1852
2093,December,December,816,Oktagon MMA,160,160,184,91144097,3840000,98,411,1852
2093,December,December,816,Professional Fighters League,185,200,224,112412559,4800000,99,411,1852
2093,December,December,816,RIZIN Fighting Federation,168,176,200,61715939,4224000,99,411,1852
2093,December,December,816,Ultimate Fighting Championship,258,280,304,110243063,6720000,99,411,1852
2094,July,July,823,Absolute Championship Akhmat,140,144,168,60718746,3456000,98,413,1855
2094,July,July,823,BAMMA,144,144,168,43666407,3456000,100,413,1855
2094,July,July,823,BRAVE Combat Federation,144,144,168,68758823,3456000,100,413,1855
2094,July,July,823,Cage Warriors,160,160,184,50374836,3840000,99,413,1855
2094,July,July,823,KSW,160,160,184,66458980,3840000,99,413,1855
2094,July,July,823,Legacy Fighting Alliance,140,144,168,50227872,3456000,100,413,1855
2094,July,July,823,ONE Championship,191,200,224,78616608,4800000,99,413,1855
2094,July,July,823,Oktagon MMA,160,160,184,83445481,3840000,97,413,1855
2094,July,July,823,Professional Fighters League,189,200,224,110690172,4800000,100,413,1855
2094,July,July,823,RIZIN Fighting Federation,169,176,200,69483040,4224000,100,413,1855
2094,July,July,823,Ultimate Fighting Championship,258,280,304,100925526,6720000,98,413,1855
2094,December,December,828,Absolute Championship Akhmat,140,144,168,59247212,3456000,99,408,1867
2094,December,December,828,BAMMA,144,144,168,41341520,3456000,99,408,1867
2094,December,December,828,BRAVE Combat Federation,144,144,168,62565060,3456000,99,408,1867
2094,December,December,828,Cage Warriors,160,160,184,53509877,3840000,99,408,1867
2094,December,December,828,KSW,160,160,184,63804918,3840000,99,408,1867
2094,December,December,828,Legacy Fighting Alliance,140,144,168,52577013,3456000,99,408,1867
2094,December,December,828,ONE Championship,195,200,224,80131973,4800000,99,408,1867
2094,December,December,828,Oktagon MMA,160,160,184,82709242,3840000,99,408,1867
2094,December,December,828,Professional Fighters League,192,200,224,100879211,4800000,99,408,1867
2094,December,December,828,RIZIN Fighting Federation,174,176,200,69860436,4224000,99,408,1867
2094,December,December,828,Ultimate Fighting Championship,258,280,304,104463937,6720000,99,408,1867
2095,July,July,835,Absolute Championship Akhmat,140,144,168,62521498,3456000,99,411,1859
2095,July,July,835,BAMMA,143,144,168,40379340,3456000,100,411,1859
2095,July,July,835,BRAVE Combat Federation,144,144,168,58207983,3456000,99,411,1859
2095,July,July,835,Cage Warriors,160,160,184,54687427,3840000,100,411,1859
2095,July,July,835,KSW,157,160,184,62470419,3840000,100,411,1859
2095,July,July,835,Legacy Fighting Alliance,139,144,168,55563667,3456000,100,411,1859
2095,July,July,835,ONE Championship,191,200,224,83751954,4800000,100,411,1859
2095,July,July,835,Oktagon MMA,158,160,184,95820449,3840000,100,411,1859
2095,July,July,835,Professional Fighters League,192,200,224,93648900,4800000,98,411,1859
2095,July,July,835,RIZIN Fighting Federation,176,176,200,74479537,4224000,100,411,1859
2095,July,July,835,Ultimate Fighting Championship,259,280,304,97216639,6720000,98,411,1859
2095,December,December,840,Absolute Championship Akhmat,141,144,168,61078743,3456000,99,409,1862
2095,December,December,840,BAMMA,141,144,168,40483079,3456000,99,409,1862
2095,December,December,840,BRAVE Combat Federation,144,144,168,59396903,3456000,99,409,1862
2095,December,December,840,Cage Warriors,158,160,184,51524988,3840000,99,409,1862
2095,December,December,840,KSW,155,160,184,62832550,3840000,99,409,1862
2095,December,December,840,Legacy Fighting Alliance,142,144,168,53345708,3456000,99,409,1862
2095,December,December,840,ONE Championship,192,200,224,81694630,4800000,99,409,1862
2095,December,December,840,Oktagon MMA,158,160,184,90743855,3840000,99,409,1862
2095,December,December,840,Professional Fighters League,195,200,224,93522335,4800000,99,409,1862
